Date,Month of Year,Week,Day of Week,Hour of Day,Condition,Average Celsius,Minimum Celsius,Maximum Celsius,Pressure,Humidity,WindSpeed
2020-11-28 15:00:12.340,11,48,7,15,1,11.510000000000000,9.440000000000000,12.220000000000000,1016.000000000000000,53.000000000000000,2.100000000000000
2020-11-28 21:00:12.687,11,48,7,21,13,11.540000000000000,10.000000000000000,13.330000000000000,1015.000000000000000,46.000000000000000,4.100000000000000
2020-11-29 03:00:13.297,11,49,1,3,1,7.380000000000000,5.000000000000000,9.000000000000000,1018.000000000000000,56.000000000000000,5.100000000000000
2020-11-29 09:00:16.763,11,49,1,9,1,5.700000000000000,3.000000000000000,8.000000000000000,1020.000000000000000,49.000000000000000,3.100000000000000
2020-11-29 15:00:18.347,11,49,1,15,1,8.080000000000000,6.000000000000000,9.440000000000000,1022.000000000000000,52.000000000000000,2.800000000000000
2020-11-29 21:00:13.987,11,49,1,21,1,11.770000000000000,10.560000000000000,13.000000000000000,1020.000000000000000,30.000000000000000,2.100000000000000
2020-11-30 03:00:17.610,11,49,2,3,1,9.470000000000000,7.000000000000000,11.000000000000000,1020.000000000000000,37.000000000000000,2.400000000000000
2020-11-30 09:00:10.623,11,49,2,9,0,9.690000000000000,6.000000000000000,12.220000000000000,1017.000000000000000,66.000000000000000,2.100000000000000
2020-11-30 15:00:15.233,11,49,2,15,11,13.560000000000000,11.670000000000000,14.440000000000000,1009.000000000000000,93.000000000000000,3.100000000000000
2020-11-30 21:00:15.833,11,49,2,21,10,16.170000000000000,15.000000000000000,17.220000000000000,998.000000000000000,93.000000000000000,5.100000000000000
2020-12-01 03:00:20.047,12,49,3,3,10,15.120000000000000,14.440000000000000,16.000000000000000,997.000000000000000,87.000000000000000,3.100000000000000
2020-12-01 09:00:15.207,12,49,3,9,3,12.360000000000000,11.670000000000000,13.000000000000000,999.000000000000000,93.000000000000000,1.500000000000000
2020-12-01 15:00:22.093,12,49,3,15,12,10.510000000000000,9.440000000000000,12.000000000000000,1001.000000000000000,71.000000000000000,2.600000000000000
2020-12-01 21:00:12.877,12,49,3,21,12,7.090000000000000,6.110000000000000,8.000000000000000,1003.000000000000000,56.000000000000000,5.100000000000000
2020-12-02 03:00:14.127,12,49,4,3,12,3.970000000000000,3.330000000000000,5.000000000000000,1009.000000000000000,52.000000000000000,3.100000000000000
2020-12-02 09:00:14.367,12,49,4,9,1,2.450000000000000,1.110000000000000,4.000000000000000,1012.000000000000000,55.000000000000000,7.200000000000000
2020-12-02 15:00:17.633,12,49,4,15,0,4.420000000000000,3.330000000000000,5.000000000000000,1014.000000000000000,60.000000000000000,6.750000000000000
2020-12-02 21:00:14.767,12,49,4,21,12,6.320000000000000,5.560000000000000,7.220000000000000,1015.000000000000000,60.000000000000000,4.600000000000000
2020-12-03 03:00:19.407,12,49,5,3,1,3.690000000000000,2.220000000000000,5.000000000000000,1019.000000000000000,55.000000000000000,4.100000000000000
2020-12-03 09:00:17.547,12,49,5,9,1,2.140000000000000,0.000000000000000,3.330000000000000,1022.000000000000000,59.000000000000000,2.100000000000000
2020-12-03 15:00:18.943,12,49,5,15,1,4.200000000000000,2.780000000000000,5.560000000000000,1024.000000000000000,59.000000000000000,4.100000000000000
2020-12-03 21:00:19.060,12,49,5,21,1,9.050000000000000,8.330000000000000,10.000000000000000,1022.000000000000000,31.000000000000000,2.600000000000000
2020-12-04 03:00:19.943,12,49,6,3,1,8.390000000000000,6.110000000000000,10.000000000000000,1022.000000000000000,29.000000000000000,2.100000000000000
2020-12-04 09:00:15.680,12,49,6,9,0,7.340000000000000,5.560000000000000,9.000000000000000,1020.000000000000000,49.000000000000000,2.100000000000000
2020-12-04 15:00:20.090,12,49,6,15,12,8.930000000000000,7.780000000000000,10.000000000000000,1020.000000000000000,53.000000000000000,4.550000000000000
2020-12-04 21:00:18.090,12,49,6,21,8,8.130000000000000,7.220000000000000,9.000000000000000,1016.000000000000000,66.000000000000000,3.600000000000000
2020-12-05 03:00:19.867,12,49,7,3,12,7.020000000000000,6.110000000000000,7.780000000000000,1015.000000000000000,87.000000000000000,2.820000000000000
2020-12-05 09:00:20.503,12,49,7,9,10,7.190000000000000,6.110000000000000,8.000000000000000,1009.000000000000000,93.000000000000000,3.370000000000000
2020-12-05 15:00:21.747,12,49,7,15,11,4.360000000000000,3.330000000000000,5.000000000000000,1005.000000000000000,86.000000000000000,9.500000000000000
2020-12-05 21:00:15.267,12,49,7,21,12,7.560000000000000,6.670000000000000,8.330000000000000,1004.000000000000000,59.000000000000000,6.700000000000000
2020-12-06 03:00:18.140,12,50,1,3,1,3.880000000000000,2.780000000000000,5.000000000000000,1008.000000000000000,60.000000000000000,4.100000000000000
2020-12-06 09:00:15.683,12,50,1,9,1,3.560000000000000,2.780000000000000,4.440000000000000,1009.000000000000000,55.000000000000000,5.700000000000000
2020-12-06 15:00:19.877,12,50,1,15,1,2.400000000000000,1.670000000000000,3.330000000000000,1010.000000000000000,51.000000000000000,6.700000000000000
2020-12-06 21:00:20.053,12,50,1,21,1,3.620000000000000,2.780000000000000,5.000000000000000,1009.000000000000000,44.000000000000000,4.600000000000000
2020-12-07 03:00:20.180,12,50,2,3,1,0.820000000000000,0.000000000000000,2.000000000000000,1012.000000000000000,50.000000000000000,3.100000000000000
2020-12-07 09:00:24.627,12,50,2,9,1,-0.060000000000000,-2.220000000000000,2.000000000000000,1011.000000000000000,55.000000000000000,3.100000000000000
2020-12-07 15:00:20.513,12,50,2,15,1,1.330000000000000,0.000000000000000,2.220000000000000,1010.000000000000000,59.000000000000000,3.100000000000000
2020-12-07 21:00:23.530,12,50,2,21,1,3.950000000000000,2.780000000000000,6.000000000000000,1006.000000000000000,44.000000000000000,3.600000000000000
2020-12-08 03:00:20.270,12,50,3,3,1,1.000000000000000,-1.110000000000000,3.000000000000000,1007.000000000000000,55.000000000000000,1.500000000000000
2020-12-08 09:00:23.437,12,50,3,9,12,-0.160000000000000,-0.560000000000000,1.000000000000000,1006.000000000000000,86.000000000000000,2.600000000000000
2020-12-08 15:00:26.983,12,50,3,15,12,-0.770000000000000,-1.670000000000000,0.000000000000000,1008.000000000000000,63.000000000000000,3.600000000000000
2020-12-08 21:00:28.493,12,50,3,21,0,2.310000000000000,1.110000000000000,4.000000000000000,1008.000000000000000,51.000000000000000,4.600000000000000
2020-12-09 03:00:24.450,12,50,4,3,1,0.690000000000000,-1.110000000000000,2.000000000000000,1011.000000000000000,47.000000000000000,3.600000000000000
2020-12-09 09:00:31.433,12,50,4,9,1,0.280000000000000,-2.000000000000000,2.000000000000000,1012.000000000000000,50.000000000000000,1.500000000000000
